Date,SKU,Actual,Predicted,Error
2025-07-01,OUTD-002,12.0,13.185660737825666,1.1856607378256658
2025-07-01,HLTH-003,16.0,13.988154051909165,2.0118459480908353
2025-07-01,APPL-002,15.0,14.140813660487286,0.8591863395127142
2025-07-01,APPL-003,16.0,14.10982271727465,1.8901772827253502
2025-07-01,AUTO-001,13.0,12.9640611543235,0.0359388456764993
2025-07-01,AUTO-002,14.0,14.143855626824324,0.1438556268243243
2025-07-01,AUTO-003,14.0,13.216353684536225,0.7836463154637752
2025-07-01,CLTH-001,10.0,10.731891273362647,0.7318912733626473
2025-07-01,BABY-001,13.0,13.283466089233682,0.28346608923368244
2025-07-01,BABY-003,13.0,14.403574073216054,1.4035740732160544
2025-07-01,BEAU-001,16.0,14.225451863412667,1.7745481365873328
2025-07-01,BEAU-002,13.0,13.953628111462807,0.9536281114628071
2025-07-01,BEAU-003,12.0,14.256829085494909,2.2568290854949087
2025-07-01,BOOK-001,13.0,14.006986912054698,1.006986912054698
2025-07-01,BOOK-002,14.0,14.19300112825172,0.19300112825171922
2025-07-01,BABY-002,12.0,13.097584123920615,1.0975841239206154
2025-07-01,APPL-001,15.0,13.957263676992826,1.0427363230071744
2025-07-01,DIY0-001,15.0,13.01403504797089,1.9859649520291107
2025-07-01,CLTH-003,13.0,11.045829071465093,1.9541709285349071
2025-07-01,DIY0-002,14.0,14.144181754848766,0.14418175484876627
2025-07-01,FURN-003,12.0,12.683132443921792,0.6831324439217923
2025-07-01,DIY0-003,14.0,13.510459256992103,0.48954074300789685
2025-07-01,ELEC-001,7.0,7.609734512459335,0.609734512459335
2025-07-01,ELEC-002,8.0,7.890178192432621,0.10982180756737936
2025-07-01,ELEC-003,9.0,8.176538659717627,0.8234613402823729
2025-07-01,FURN-001,13.0,14.889435401709637,1.8894354017096369
2025-07-01,FURN-002,14.0,13.974827163582642,0.025172836417358013
2025-07-01,HLTH-001,13.0,13.991265452736956,0.9912654527369558
2025-07-01,GRDN-001,16.0,13.341119819399974,2.6588801806000255
2025-07-01,GRDN-002,12.0,12.928603459816548,0.9286034598165482
2025-07-01,GRDN-003,14.0,13.448395787291677,0.5516042127083232
2025-07-01,GROC-001,21.0,19.269698624029047,1.730301375970953
2025-07-01,GROC-002,18.0,18.749768751004854,0.7497687510048543
2025-07-01,GROC-003,16.0,18.959702864397546,2.9597028643975456
2025-07-01,BOOK-003,15.0,13.415274974946312,1.5847250250536877
2025-07-01,HLTH-002,14.0,14.42485132581517,0.4248513258151707
2025-07-01,CLTH-002,9.0,10.828346317116113,1.8283463171161127
2025-07-01,HOMK-001,11.0,14.016844784956533,3.0168447849565325
2025-07-01,PCAR-001,13.0,13.369055079413084,0.3690550794130836
2025-07-01,MUSC-001,15.0,13.45950659308281,1.5404934069171894
2025-07-01,OUTD-003,12.0,13.550247229280888,1.5502472292808882
2025-07-01,HOMK-003,14.0,13.823958192619816,0.1760418073801837
2025-07-01,JWLY-001,17.0,13.523524591716049,3.4764754082839513
2025-07-01,JWLY-002,15.0,13.69092244031079,1.3090775596892108
2025-07-01,MOVI-001,14.0,13.262855193814588,0.7371448061854124
2025-07-01,MOVI-002,15.0,14.156749772420316,0.8432502275796843
2025-07-01,JWLY-003,14.0,14.268749206705696,0.2687492067056958
2025-07-01,MUSC-002,14.0,13.28971603688227,0.71028396311773
2025-07-01,MUSC-003,16.0,13.355826182507045,2.6441738174929554
2025-07-01,OFFC-001,15.0,13.020572015387447,1.9794279846125526
2025-07-01,OFFC-002,14.0,13.63398152329532,0.3660184767046797
2025-07-01,OFFC-003,15.0,14.836611126437424,0.16338887356257636
2025-07-01,MOVI-003,15.0,14.517330386019962,0.48266961398003794
2025-07-01,SPRT-001,15.0,12.999011762392774,2.000988237607226
2025-07-01,PCAR-003,16.0,13.866728422757884,2.133271577242116
2025-07-01,OUTD-001,15.0,13.62686362455349,1.37313637544651
2025-07-01,SOFT-001,13.0,13.828464397959308,0.8284643979593085
2025-07-01,PCAR-002,12.0,14.126746740029894,2.126746740029894
2025-07-01,PETS-001,11.0,13.31297667862825,2.3129766786282495
2025-07-01,PETS-002,11.0,14.285772574805025,3.2857725748050246
2025-07-01,PETS-003,11.0,14.06565040290368,3.06565040290368
2025-07-01,TOYS-003,11.0,14.153654885869525,3.153654885869525
2025-07-01,SOFT-002,15.0,13.11469094054135,1.8853090594586508
2025-07-01,SOFT-003,12.0,12.519952917882488,0.5199529178824882
2025-07-01,HOMK-002,14.0,12.96992441786588,1.0300755821341205
2025-07-01,SPRT-002,14.0,13.62833098540482,0.37166901459518087
2025-07-01,SPRT-003,13.0,13.49943974948769,0.4994397494876903
2025-07-01,TOOL-001,12.0,13.714411704820783,1.7144117048207832
2025-07-01,TOOL-002,12.0,12.580947047339627,0.5809470473396274
2025-07-01,TOOL-003,11.0,13.807678439087695,2.807678439087695
2025-07-01,TOYS-001,12.0,13.08256812424477,1.0825681242447693
2025-07-01,TOYS-002,14.0,13.85557845799648,0.14442154200352064
2025-07-02,AUTO-002,16.0,13.342550435232251,2.6574495647677487
2025-07-02,AUTO-001,12.0,11.82279794046188,0.17720205953811963
2025-07-02,BOOK-003,11.0,13.567500501011695,2.567500501011695
2025-07-02,APPL-002,12.0,14.015531247747466,2.0155312477474663
2025-07-02,APPL-001,12.0,13.67047127854812,1.6704712785481206
2025-07-02,APPL-003,14.0,13.595307015324774,0.40469298467522563
2025-07-02,AUTO-003,16.0,14.168342332624484,1.8316576673755165
2025-07-02,BOOK-002,13.0,13.087491673662464,0.08749167366246446
2025-07-02,BABY-002,11.0,13.350620019860973,2.3506200198609726
2025-07-02,BABY-003,16.0,13.51545870453212,2.4845412954678796
2025-07-02,BEAU-001,16.0,14.120460918457416,1.8795390815425836
2025-07-02,BEAU-002,15.0,13.675267042842538,1.3247329571574618
2025-07-02,BEAU-003,12.0,13.85537990234155,1.85537990234155
2025-07-02,BOOK-001,16.0,14.320444465230745,1.6795555347692552
2025-07-02,CLTH-001,11.0,11.131288424555658,0.1312884245556578
2025-07-02,BABY-001,13.0,13.778680001083789,0.7786800010837887
2025-07-02,HLTH-003,11.0,13.510349626106354,2.510349626106354
2025-07-02,GRDN-001,16.0,14.170056111833436,1.8299438881665644
2025-07-02,HLTH-001,12.0,13.22661584246626,1.2266158424662592
2025-07-02,FURN-003,11.0,13.231583876479664,2.2315838764796645
2025-07-02,DIY0-002,15.0,14.10586911058548,0.8941308894145195
2025-07-02,DIY0-003,14.0,13.431519213669008,0.5684807863309924
2025-07-02,ELEC-001,9.0,7.859257313062857,1.140742686937143
2025-07-02,ELEC-002,6.0,7.431326044886969,1.4313260448869691
2025-07-02,ELEC-003,8.0,8.018429362645806,0.01842936264580608
2025-07-02,DIY0-001,15.0,13.380870821166331,1.6191291788336688
2025-07-02,FURN-001,13.0,14.03609959860319,1.0360995986031902
2025-07-02,GRDN-003,14.0,13.56252219476968,0.4374778052303192
2025-07-02,GRDN-002,11.0,12.76686683536188,1.7668668353618795
2025-07-02,CLTH-003,10.0,11.729248490841693,1.7292484908416927
2025-07-02,GROC-001,19.0,19.477186434839137,0.4771864348391368
2025-07-02,GROC-002,19.0,19.9569297428026,0.9569297428026005
2025-07-02,GROC-003,18.0,20.034700387152142,2.0347003871521423
2025-07-02,FURN-002,11.0,13.523584339153416,2.523584339153416
2025-07-02,HLTH-002,13.0,13.650606883556463,0.6506068835564633
2025-07-02,CLTH-002,10.0,11.045802835755596,1.0458028357555964
2025-07-02,HOMK-001,13.0,13.424671578742968,0.42467157874296824
2025-07-02,OUTD-003,11.0,13.156854511927296,2.156854511927296
2025-07-02,MUSC-001,14.0,13.49464002628408,0.5053599737159207
2025-07-02,OUTD-002,13.0,13.432341982197247,0.4323419821972472
2025-07-02,JWLY-001,12.0,13.73220892847721,1.7322089284772098
2025-07-02,JWLY-002,12.0,13.253245824838894,1.2532458248388938
2025-07-02,JWLY-003,13.0,13.982942707772573,0.9829427077725725
